Survived,Pclass,SibSp,Parch,Has_Cabin,Age_capped,Fare_log,Sex_encoded,Embarked_Q,Embarked_S,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T
1,2,0,1,0,34,3.1780538303479458,1,0,1,0,0,0,0,0,0,0
0,2,1,0,0,34,3.295836866004329,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,28,2.1855792552411137,1,0,1,0,0,0,0,0,0,0
0,3,0,0,0,28,2.1855792552411137,0,0,1,0,0,0,0,0,0,0
0,1,0,1,1,21,4.360387947851531,0,0,1,0,0,1,0,0,0,0
0,3,0,0,0,33,2.267393053825037,0,0,1,0,0,0,0,0,0,0
0,3,2,0,0,37,2.188856327665703,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,28,2.1855792552411137,0,0,1,0,0,0,0,0,0,0
1,3,0,0,0,21,2.157559320943788,1,0,1,0,0,0,0,0,0,0
1,3,0,0,0,28,2.1719067693519296,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,38,2.1855792552411137,0,0,1,0,0,0,0,0,0,0
1,3,1,0,0,28,3.224857896545748,1,1,0,0,0,0,0,0,0,0
0,1,0,0,1,47,3.970291913552122,0,0,1,0,1,0,0,0,0,0
0,3,1,0,0,14,2.737880811060884,1,0,0,0,0,0,0,0,0,0
0,3,0,0,0,22,2.2027647577118348,0,0,1,0,0,0,0,0,0,0
0,3,1,0,0,20,2.3818582738885534,1,0,1,0,0,0,0,0,0,0
0,3,0,0,0,17,2.738146075922933,1,0,0,0,0,0,0,0,0,0
0,3,0,0,0,21,2.188856327665703,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,54,2.169053700369523,0,1,0,0,0,0,0,0,0,0
0,2,1,0,0,29,3.091042453358316,0,0,1,0,0,0,0,0,0,0
0,1,0,1,1,24,5.515526544247129,0,0,0,1,0,0,0,0,0,0
0,3,4,2,0,2,3.4742929367327062,1,0,1,0,0,0,0,0,0,0
0,2,2,0,0,21,4.310799125385514,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,28,2.2027647577118348,0,0,1,0,0,0,0,0,0,0
0,2,1,0,0,32,3.436268471383741,0,0,0,0,0,0,0,0,0,0
1,2,0,0,1,32,2.6390573296152584,1,0,1,0,0,0,1,0,0,0
0,1,0,1,1,54,4.360387947851531,0,0,1,0,0,1,0,0,0,0
1,3,1,0,0,12,2.5048481563289,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0,28,2.169053700369523,0,1,0,0,0,0,0,0,0,0
1,3,0,0,0,24,2.0969990034181696,0,0,1,0,0,0,0,0,0,0
1,3,1,1,1,28,3.1509523813392697,1,0,0,0,0,0,0,1,0,0
0,3,0,0,0,45,2.076311648670908,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,33,2.1855792552411137,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0,20,2.0856720914304723,0,0,1,0,0,0,0,0,0,0
0,3,1,0,0,47,2.740840023925201,1,0,1,0,0,0,0,0,0,0
1,2,1,0,0,29,3.295836866004329,1,0,1,0,0,0,0,0,0,0
0,2,0,0,0,25,2.6390573296152584,0,0,1,0,0,0,0,0,0,0
0,2,0,0,0,23,2.775447133088262,0,0,0,0,0,0,0,0,0,0
1,1,0,2,1,19,3.3062747934011893,1,0,1,0,0,1,0,0,0,0
0,1,1,0,1,37,3.9908341858524357,0,0,1,0,1,0,0,0,0,0
0,3,0,0,0,16,2.3240236363515288,0,0,1,0,0,0,0,0,0,0
0,1,0,0,1,24,4.384523514872469,0,0,0,1,0,0,0,0,0,0
0,3,0,2,0,28,2.7878344138303452,1,0,0,0,0,0,0,0,0,0
1,3,0,0,0,22,2.169053700369523,1,0,1,0,0,0,0,0,0,0
1,3,1,0,0,24,2.8243506567983707,1,0,1,0,0,0,0,0,0,0
0,3,0,0,0,19,2.0476928433652555,0,1,0,0,0,0,0,0,0,0
0,2,0,0,0,18,2.5257286443082556,0,0,1,0,0,0,0,0,0,0
0,2,1,1,0,19,3.6309854756950335,0,0,1,0,0,0,0,0,0,0
1,3,0,0,0,27,2.174274334826008,0,0,1,0,0,0,0,0,0,0
0,3,2,2,0,9,3.5660053559634015,1,0,1,0,0,0,0,0,0,0
0,2,0,2,1,36,3.295836866004329,0,0,1,0,0,0,0,1,0,0
0,2,0,0,0,42,2.6390573296152584,0,0,1,0,0,0,0,0,0,0
0,2,0,0,0,51,2.6045398247325453,0,0,1,0,0,0,0,0,0,0
1,1,1,0,1,22,4.213607983048918,1,0,1,0,1,0,0,0,0,0
0,3,0,0,0,54,2.2027647577118348,0,0,1,0,0,0,0,0,0,0
0,3,0,2,0,40,2.740840023925201,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,28,2.1177604059819726,0,0,1,0,0,0,0,0,0,0
0,1,0,1,0,51,4.133231886474144,0,0,0,0,0,0,0,0,0,0
1,3,0,0,0,16,2.167143305297764,1,1,0,0,0,0,0,0,0,0
0,3,0,0,0,30,2.2027647577118348,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,28,2.2682524139135403,0,0,1,0,0,0,0,0,0,0
0,3,8,2,0,28,4.256321678298823,0,0,1,0,0,0,0,0,0,0
0,3,0,1,0,44,2.8390784635086144,0,0,1,0,0,0,0,0,0,0
1,2,0,0,0,40,2.8183982582710754,1,0,1,0,0,0,0,0,0,0
0,3,0,0,0,26,2.1719067693519296,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,17,2.2682524139135403,0,0,1,0,0,0,0,0,0,0
0,3,4,1,0,2,3.705920919968788,0,0,1,0,0,0,0,0,0,0
1,3,0,2,0,9,3.0692150503137943,0,0,1,0,0,0,0,0,0,0
1,1,0,1,1,28,4.02535169073515,1,0,1,0,0,0,1,0,0,0
0,3,1,4,0,45,3.3638415951183864,1,0,1,0,0,0,0,0,0,0
0,1,0,0,0,28,3.2930552230424524,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,28,4.05171190165724,0,0,1,0,0,0,0,0,0,0
0,1,0,0,1,54,3.5409593240373143,0,0,1,1,0,0,0,0,0,0
0,3,4,1,0,4,3.405355391810819,0,1,0,0,0,0,0,0,0,0
1,3,1,1,0,2,2.495953738718064,1,0,1,0,0,0,0,0,0,0
0,3,0,0,0,21,2.188856327665703,0,0,1,0,0,0,0,0,0,0
0,1,0,0,1,54,3.4561841799918147,0,0,0,0,0,0,0,0,0,0
0,3,1,1,0,18,2.180891922715322,0,0,1,0,0,0,0,0,0,0
0,3,3,1,0,28,3.275887339030031,0,0,1,0,0,0,0,0,0,0
0,1,0,0,1,50,3.391567832686312,1,0,0,0,1,0,0,0,0,0
0,2,0,0,0,30,2.6390573296152584,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,36,0.0,0,0,1,0,0,0,0,0,0,0
0,3,8,2,0,28,4.256321678298823,1,0,1,0,0,0,0,0,0,0
0,2,0,0,0,28,2.775708849576025,0,0,0,0,0,0,0,0,0,0
0,3,4,2,0,9,3.4777725458882283,0,0,1,0,0,0,0,0,0,0
1,2,2,1,1,2,3.6888794541139363,0,0,1,0,0,0,0,1,0,0
1,3,0,2,0,4,3.1365805821413706,1,0,1,0,0,0,0,0,0,0
0,1,0,0,1,28,3.9318256327243257,0,0,1,0,0,0,0,0,0,0
1,3,1,0,0,28,2.803360380906535,1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,45,3.3160025355989236,0,0,1,0,0,0,0,0,0,0
0,3,1,1,0,40,2.803360380906535,0,1,0,0,0,0,0,0,0,0
0,3,0,0,0,36,2.1855792552411137,0,0,1,0,0,0,0,0,0,0
1,2,0,0,0,32,2.6390573296152584,1,0,1,0,0,0,0,0,0,0
0,2,0,0,0,19,2.6390573296152584,0,0,1,0,0,0,0,0,0,0
1,3,1,0,0,19,2.180891922715322,1,0,1,0,0,0,0,0,0,0
1,2,1,1,1,3,3.295836866004329,0,0,1,0,0,0,0,1,0,0
1,1,0,0,1,44,3.357621598945279,1,0,0,1,0,0,0,0,0,0
1,1,0,0,1,54,4.993969182787072,1,0,0,1,0,0,0,0,0,0
0,3,0,0,0,28,2.169053700369523,0,1,0,0,0,0,0,0,0,0
0,3,0,1,0,42,2.2411563979973974,0,0,1,0,0,0,0,0,0,0
1,3,0,0,0,28,2.169053700369523,1,1,0,0,0,0,0,0,0,0
0,2,0,0,0,24,2.6390573296152584,1,0,1,0,0,0,0,0,0,0
0,3,0,0,0,28,2.3513752571634776,0,0,1,0,0,0,0,0,0,0
0,3,8,2,0,28,4.256321678298823,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,34,2.0143428636837015,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,45,2.1071782966514356,0,0,0,0,0,0,0,0,0,0
1,3,0,0,0,18,2.2027647577118348,0,0,1,0,0,0,0,0,0,0
0,3,0,1,1,2,2.4390808375825834,1,0,1,0,0,0,0,0,1,0
0,3,1,0,0,32,2.8243506567983707,0,0,1,0,0,0,0,0,0,0
1,3,0,0,0,26,2.9850504252071306,0,0,0,0,0,0,0,0,0,0
1,3,0,0,0,16,2.169053700369523,1,1,0,0,0,0,0,0,0,0
1,1,0,0,1,40,3.4657359027997265,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0,24,2.0856720914304723,0,0,1,0,0,0,0,0,0,0
1,2,0,0,0,35,3.091042453358316,1,0,1,0,0,0,0,0,0,0
0,3,0,0,0,22,2.1102132003465894,0,0,1,0,0,0,0,0,0,0
0,2,0,0,0,30,2.6390573296152584,0,0,1,0,0,0,0,0,0,0
0,3,1,0,0,28,2.169053700369523,0,1,0,0,0,0,0,0,0,0
1,1,1,0,1,31,4.738607824217808,1,0,0,0,0,1,0,0,0,0
1,3,0,0,0,27,2.188856327665703,1,0,1,0,0,0,0,0,0,0
0,2,1,0,0,42,3.332204510175204,0,0,1,0,0,0,0,0,0,0
1,1,0,0,1,32,4.347586575960343,1,0,0,0,0,1,0,0,0,0
0,2,0,0,0,30,2.4423470353692043,0,0,1,0,0,0,0,0,0,0
1,3,0,0,0,16,2.2027647577118348,0,0,1,0,0,0,0,0,0,0
0,2,0,0,0,27,2.6390573296152584,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,51,2.2027647577118348,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,28,2.1855792552411137,0,0,1,0,0,0,0,0,0,0
1,1,1,0,1,38,4.51085950651685,0,0,1,0,1,0,0,0,0,0
0,3,0,0,0,22,2.336986519711378,0,0,1,0,0,0,0,0,0,0
1,2,0,0,0,19,2.4423470353692043,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,20,2.1102132003465894,0,0,1,0,0,0,0,0,0,0
0,2,0,0,0,18,2.6390573296152584,0,0,1,0,0,0,0,0,0,0
0,3,3,1,0,28,3.275887339030031,1,0,1,0,0,0,0,0,0,0
1,1,1,0,1,35,4.436455632600354,1,0,1,0,1,0,0,0,0,0
0,3,0,0,0,29,2.1719067693519296,0,0,1,0,0,0,0,0,0,0
0,2,0,0,0,54,2.6741486494265287,0,0,1,0,0,0,0,0,0,0
1,3,4,2,0,5,3.4777725458882283,1,0,1,0,0,0,0,0,0,0
0,2,0,0,0,24,2.4423470353692043,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,28,2.145931282948669,1,0,1,0,0,0,0,0,0,0
0,2,1,0,0,44,3.295836866004329,0,0,1,0,0,0,0,0,0,0
1,2,0,2,0,8,3.305053521109253,1,0,1,0,0,0,0,0,0,0
0,2,0,0,0,19,2.4423470353692043,0,0,1,0,0,0,0,0,0,0
0,2,0,0,0,33,2.5858825671280026,0,0,1,0,0,0,0,0,0,0
0,3,1,0,0,28,2.737880811060884,1,0,0,0,0,0,0,0,0,0
1,3,1,0,0,28,2.803360380906535,1,1,0,0,0,0,0,0,0,0
0,2,0,0,0,29,2.4423470353692043,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,22,2.094945728215801,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,30,2.1071782966514356,0,0,0,0,0,0,0,0,0,0
0,1,2,0,1,44,4.51085950651685,0,1,0,0,1,0,0,0,0,0
0,3,0,0,0,25,2.1719067693519296,1,0,1,0,0,0,0,0,0,0
1,2,0,2,0,24,2.740840023925201,1,0,1,0,0,0,0,0,0,0
1,1,1,1,1,37,3.9806942251907276,0,0,1,0,0,1,0,0,0,0
0,2,1,0,0,54,3.295836866004329,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,28,2.1102132003465894,0,0,1,0,0,0,0,0,0,0
0,3,1,1,1,29,2.4390808375825834,1,0,1,0,0,0,0,0,1,0
0,1,0,0,1,54,3.3160025355989236,0,0,1,0,1,0,0,0,0,0
0,3,1,0,0,30,2.8390784635086144,0,0,1,0,0,0,0,0,0,0
0,3,0,2,0,41,3.0545906305603445,1,0,1,0,0,0,0,0,0,0
1,3,0,2,0,29,2.7878344138303452,1,0,0,0,0,0,0,0,0,0
1,1,0,0,0,28,4.384523514872469,1,0,0,0,0,0,0,0,0,0
1,1,0,0,1,30,4.471638793363569,1,0,1,1,0,0,0,0,0,0
1,1,0,0,0,35,6.240917354759096,1,0,0,0,0,0,0,0,0,0
1,2,0,1,0,50,3.295836866004329,1,0,1,0,0,0,0,0,0,0
0,3,0,0,0,28,2.169053700369523,0,1,0,0,0,0,0,0,0,0
1,3,4,2,0,3,3.4777725458882283,0,0,1,0,0,0,0,0,0,0
0,1,1,1,1,52,4.390118804571218,0,0,1,0,0,0,1,0,0,0
0,1,0,0,1,40,0.0,0,0,1,1,0,0,0,0,0,0
0,3,0,0,0,28,2.169053700369523,1,1,0,0,0,0,0,0,0,0
0,2,0,0,0,36,2.4423470353692043,0,0,1,0,0,0,0,0,0,0
0,3,4,1,0,16,3.705920919968788,0,0,1,0,0,0,0,0,0,0
1,3,1,0,0,25,2.1719067693519296,0,0,1,0,0,0,0,0,0,0
1,1,0,1,1,54,5.039951348430309,1,0,1,0,1,0,0,0,0,0
1,1,0,0,1,35,4.91730069488021,1,0,1,0,1,0,0,0,0,0
0,1,0,0,0,28,3.4657359027997265,0,0,1,0,0,0,0,0,0,0
1,3,0,0,0,25,0.0,0,0,1,0,0,0,0,0,0,0
1,2,0,1,0,41,3.0204248861443626,1,0,1,0,0,0,0,0,0,0
0,1,0,1,1,37,3.4242626545931514,0,0,0,0,1,0,0,0,0,0
1,3,0,0,0,28,2.169053700369523,1,1,0,0,0,0,0,0,0,0
1,1,1,0,1,54,4.368919865004903,1,0,1,0,0,1,0,0,0,0
0,3,0,0,0,45,2.169053700369523,1,0,1,0,0,0,0,0,0,0
0,2,0,0,0,28,0.0,0,0,1,0,0,0,0,0,0,0
0,3,4,1,0,7,3.405355391810819,0,1,0,0,0,0,0,0,0,0
1,3,1,1,0,35,3.056356895370426,1,0,1,0,0,0,0,0,0,0
0,3,0,0,0,54,2.169053700369523,0,1,0,0,0,0,0,0,0,0
0,3,0,0,0,28,2.180891922715322,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,16,2.3513752571634776,0,0,1,0,0,0,0,0,0,0
1,3,0,0,0,19,2.2027647577118348,0,0,1,0,0,0,0,0,0,0
0,1,0,0,1,28,3.295836866004329,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,33,2.2682524139135403,0,0,0,0,0,0,0,0,0,0
1,3,0,0,0,30,2.3513752571634776,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,22,2.1855792552411137,0,0,1,0,0,0,0,0,0,0
1,2,0,0,0,42,2.6390573296152584,0,0,1,0,0,0,0,0,0,0
1,3,0,0,0,22,2.169053700369523,1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,26,4.380149874661021,1,0,1,0,0,0,0,0,0,0
1,1,1,0,1,19,4.5226490762785785,1,0,0,1,0,0,0,0,0,0
0,2,0,0,1,36,2.630088659632498,0,0,0,0,0,1,0,0,0,0
0,3,0,0,0,24,2.2874714551839976,1,0,1,0,0,0,0,0,0,0
0,3,0,0,0,24,2.1855792552411137,0,0,1,0,0,0,0,0,0,0
0,1,0,0,0,28,3.357621598945279,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0,23,2.1076888046179385,0,0,0,0,0,0,0,0,0,0
0,1,1,2,1,2,5.027492411162679,1,0,1,0,1,0,0,0,0,0
1,1,0,0,1,28,3.449987545831587,0,0,1,0,1,0,0,0,0,0
1,1,0,1,1,50,5.515526544247129,1,0,0,1,0,0,0,0,0,0
1,3,0,0,0,28,2.169053700369523,1,1,0,0,0,0,0,0,0,0
1,3,2,0,0,28,3.188416617383492,0,1,0,0,0,0,0,0,0,0
0,3,0,0,0,19,0.0,0,0,1,0,0,0,0,0,0,0
1,2,0,0,1,28,2.5915163848462583,1,1,0,0,0,0,1,0,0,0
0,3,0,0,0,28,2.2027647577118348,0,0,1,0,0,0,0,0,0,0
1,1,1,2,1,2,5.027492411162679,0,0,1,0,1,0,0,0,0,0
1,1,0,0,0,28,4.717456363787216,1,0,0,0,0,0,0,0,0,0
1,1,1,0,1,17,4.699570861409576,1,0,0,0,1,0,0,0,0,0
0,2,1,0,0,30,3.2188758248682006,0,0,0,0,0,0,0,0,0,0
1,1,0,0,1,30,4.0592215752427645,1,0,0,0,0,0,1,0,0,0
1,1,0,0,1,24,4.432699549165613,1,0,0,0,1,0,0,0,0,0
1,1,2,2,1,18,5.5735788721243535,1,0,0,1,0,0,0,0,0,0
0,2,1,1,0,26,3.295836866004329,1,0,1,0,0,0,0,0,0,0
0,3,0,0,0,28,2.1855792552411137,0,0,1,0,0,0,0,0,0,0
0,2,1,1,0,43,3.305053521109253,0,0,1,0,0,0,0,0,0,0
1,3,0,0,0,26,2.180891922715322,1,0,1,0,0,0,0,0,0,0
1,2,1,0,0,24,3.295836866004329,1,0,1,0,0,0,0,0,0,0
0,2,0,0,0,54,2.70805020110221,0,0,1,0,0,0,0,0,0,0
1,1,0,2,1,31,5.11118445372147,1,0,1,0,1,0,0,0,0,0
1,1,1,1,1,40,4.908971640319756,1,0,0,0,0,0,1,0,0,0
0,3,0,0,0,22,2.1102132003465894,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,27,2.1855792552411137,0,0,1,0,0,0,0,0,0,0
1,2,0,0,0,30,2.5915163848462583,1,1,0,0,0,0,0,0,0,0
1,2,1,1,0,22,3.4011973816621555,1,0,1,0,0,0,0,0,0,0
0,3,8,2,0,28,4.256321678298823,0,0,1,0,0,0,0,0,0,0
1,1,0,0,1,36,4.91730069488021,1,0,0,0,1,0,0,0,0,0
0,3,0,0,0,54,1.9792758428991135,0,0,1,0,0,0,0,0,0,0
1,2,0,0,1,36,2.6390573296152584,1,0,1,0,0,1,0,0,0,0
1,3,1,1,0,31,3.0692150503137943,1,0,1,0,0,0,0,0,0,0
1,1,0,1,1,16,4.077184839375167,1,0,0,1,0,0,0,0,0,0
1,3,2,0,0,28,3.188416617383492,1,1,0,0,0,0,0,0,0,0
0,1,0,0,1,45,3.3843902633457743,0,0,1,0,1,0,0,0,0,0
0,1,0,1,1,38,5.039951348430309,0,0,1,0,1,0,0,0,0,0
0,3,2,0,0,16,2.9444389791664403,0,0,1,0,0,0,0,0,0,0
1,1,1,0,0,28,4.902678819257608,1,0,1,0,0,0,0,0,0,0
0,3,0,0,0,28,2.1855792552411137,0,0,1,0,0,0,0,0,0,0
0,1,1,0,1,29,4.213607983048918,0,0,1,0,1,0,0,0,0,0
1,1,0,0,1,41,4.908971640319756,1,0,0,0,0,0,1,0,0,0
1,3,0,0,0,45,2.2027647577118348,0,0,1,0,0,0,0,0,0,0
0,1,0,0,1,45,3.597312260588446,0,0,1,0,0,0,0,0,0,1
